Days,Price
321,361.4699596499272
322,366.95157025436913
323,353.3177931676653
324,382.9238727568546
325,352.43982618500297
326,350.85811387212266
327,375.08110873500067
328,371.91662693962934
329,370.74119817052156
330,371.2834550926428
331,365.37753227153087
332,357.0274562851417
333,367.25804558193727
334,360.2283828848789
335,377.2511973341775
336,366.5294261849786
337,360.24502803207486
338,365.78614158347006
339,373.6293145427562
340,364.3627544719603
341,362.2777960443357
342,373.43687211491914
343,373.9496657110872
344,366.9305682462887
345,367.7896169438168
346,375.32049937357635
347,359.01915658502674
348,359.92536225623445
349,367.31555778747565
350,372.86552848288153
351,378.60907565598006
352,390.7535621694955
353,385.07659623202017
354,375.40061470036574
355,377.3098379209731
356,367.9747063536219
357,378.3148686400761
358,376.1134136107986
359,382.7271856033809
360,371.72769056447675
361,385.6934651424117
362,396.3273891300258
363,380.41239851543145
364,386.0171172209894
365,389.40143991711113
366,378.98779528114164
367,385.7409248181042
368,384.12592400781796
369,385.47676098548834
370,377.2699021614453
371,385.74510174258944
372,390.9799829124545
373,401.0114360779504
374,396.5927082608521
375,409.0318245751156
376,380.3265243711195
377,397.2232063672068
378,390.83342005738353
379,411.39802933217675
380,381.9170171464485
381,382.10278157819226
382,385.0060735455598
383,370.26104275690193
384,386.7424497831924
385,384.90867338446304
386,394.50393786476207
387,396.9175597577716
388,412.7617083921589
389,404.0042383818605
390,389.23096344337597
391,386.5158532865164
392,400.91919171506504
393,383.2976679297936
394,415.31458765854353
395,409.29440120721284
396,393.30824347895293
397,381.36865470909123
398,412.5387237416541
399,398.3546015474738
400,412.3781631197346
401,384.55572341205635
402,395.00624977046226
403,401.5524369971818
404,402.46980593764744
405,397.99934528520754
406,409.228499323475
407,392.82379570617405
408,402.5762051497871
409,405.702956317119
410,410.1443883405875
411,412.6161487808889
412,394.7535790816213
413,391.1588582926438
414,419.77676821898507
415,410.82314011979594
416,400.51513463443445
417,424.0115197552252
418,410.1567463429286
419,421.29297184063824
420,410.6751848141011
421,431.10747924881986
422,428.55340842443206
423,409.01035851520925
424,421.71570950954356
425,418.9537594958515
426,426.6863155753235
427,403.85076539419896
428,420.8605145999844
429,425.0842448684959
430,397.41260513576884
431,403.66741487334224
432,395.607678222399
433,413.80593165555445
434,424.1754225579596
435,432.5235705209603
436,418.74094780419773
437,434.7861554557129
438,405.1989854178511
439,402.4661756064485
440,419.4445230110338
441,424.34065448939305
442,420.67305251905907
443,400.82557899960125
444,421.1087996048721
445,409.45530499495146
446,429.6967254883004
447,427.1659824609685
448,414.60120213672644
449,419.3613308266331
450,414.4078647811105
451,424.8732090272683
452,435.5514232050124
453,416.64273953664457
454,432.0404651551784
455,422.1974238162756
456,420.07127167737656
457,427.4296964004544
458,418.6475767758063
459,423.9635069465282
460,418.0212210741115
461,450.1472513291639
462,431.3526355197173
463,424.5027449200741
464,434.13979910734224
465,431.3767195030917
466,430.79030400466775
467,439.64166700043427
468,441.57507710047304
469,429.1949885238947
470,429.2418175935532
471,432.74948302848355
472,412.98078835264414
473,421.3480893780145
474,450.66874267444524
475,453.94967713501285
476,435.5096396044362
477,444.26556963055765
478,442.11250154543535
479,470.2888080845524
480,451.19574911434574
481,439.22082408519236
482,431.44459559399576
483,425.4355367974243
484,444.03463635867223
485,434.93649254715694
486,428.77746290402325
487,437.0342711575747
488,433.1845199638561
489,461.37141635072567
490,453.8163975694945
491,445.42027358683384
492,460.7994413889003
493,447.2736830764762
494,438.38715798671734
495,462.7312407726966
496,453.3891004368466
497,438.12753845673546
498,447.09661321916394
499,440.74381746615245
500,436.17200269035663
